,term-or-expression,explicit-or-implicit,lemma,en-contextual-label,en-hate-label,label,pos,id,category,stereotype,level
6554,,,dilly-dallier,,,,n,EN4049,svp,no,conservative
6555,,,muzzle,,,,n,EN5418,an,no,inclusive
6556,,,lance-dafadar,,,,n,EN2412,pa,yes,inclusive
6557,,,impassively,,,,n,EN42,svp,no,inclusive
6558,,,sod,,,,n,EN1591,om,no,inclusive
6559,,,sexual assult,,,,n,EN7622,re,no,inclusive
6560,,,accountantship,,,,n,EN7210,pa,yes,inclusive
6561,,,tetchy,,,,a,EN5245,svp,no,conservative
6562,,,coluber sachalinensis continentalis,,,,n,EN8059,an,no,inclusive
6563,,,omerta,,,,n,EN6406,cds,no,inclusive
6564,,,tanya cash,,,,n,EN7240,re,no,inclusive
6565,,,planet,,,,n,EN5733,qas,no,inclusive
6566,,,moneylenders,,,,n,EN5071,cds,no,conservative
6567,,,minister-counsellor,,,,n,EN774,pa,yes,inclusive
6568,,,ovis orientalis aries,,,,n,EN5933,an,no,inclusive
6569,,,taedium,,,,n,EN1447,svp,no,inclusive
6570,,,brassica oleraca,,,,n,EN2278,or,no,inclusive
6571,,,hyper-sexuality,,,,n,EN6326,cds,no,conservative
6572,,,sagitally,,,,n,EN3282,om,no,inclusive
6573,,,congoid,,,,n,EN6120,ps,yes,inclusive
6574,,,mesocoronis,,,,n,EN8033,an,no,inclusive
6575,,,red,,,,a,EN7144,re,no,conservative
6576,,,sharp,,,,a,EN6924,cds,no,inclusive
6577,,,defense attourney,,,,n,EN799,pa,yes,inclusive
6578,,,toad,,,,n,EN7321,an,no,inclusive
6579,,,newborn size,,,,n,EN7061,cds,no,inclusive
6580,,,blackballing,,,,n,EN848,cds,no,inclusive
6581,,,phthonos,,,,n,EN5187,svp,no,inclusive
6582,,,immoralizer,,,,n,EN3645,dmc,yes,inclusive
6583,,,mediator,,,,n,EN4232,cds,no,inclusive
6584,,,sub-clan,,,,n,EN2103,cds,no,inclusive
6585,,,twerp,,,,n,EN2687,ddp,yes,conservative
6586,,,mozzi,,,,n,EN5389,an,no,inclusive
6587,,,bodypacker,,,,n,EN7774,an,no,inclusive
6588,,,"rgb(0, 0, 0)",,,,n,EN1157,ps,yes,inclusive
6589,,,cut-up,,,,n,EN2863,cds,no,conservative
6590,,,omereta`,,,,n,EN6405,cds,no,inclusive
6591,,,gentlemanfarmers,,,,n,EN3797,qas,no,inclusive
6592,,,broker,,,,n,EN97,cds,no,inclusive
6593,,,infant,,,,n,EN7042,cds,no,inclusive
6594,,,sodomized,,,,n,EN286,om,no,inclusive
6595,,,jews',,,,n,EN4600,ps,yes,inclusive
6596,,,violently,,,,n,EN8017,re,no,inclusive
6597,,,rudesby,,,,n,EN5615,dmc,yes,conservative
6598,,,roosting,,,,n,EN7870,asm,no,inclusive
6599,,,vindictive,,,,a,EN7176,svp,no,conservative
6600,,,base,,,,a,EN4970,dmc,yes,conservative
6601,,,prank,,,,n,EN309,cds,no,inclusive
6602,,,bourgeoisify,,,,n,EN1639,qas,no,inclusive
6603,,,murther,,,,n,EN6428,re,no,inclusive
6604,,,lance-duffadar,,,,n,EN2411,pa,yes,inclusive
6605,,,black-african,,,,n,EN6148,ps,yes,inclusive
6606,,,public decency,,,,n,EN3627,dmc,yes,inclusive
6607,,,vehemence,,,,n,EN8013,re,no,inclusive
6608,,,nurseling,,,,n,EN5445,cds,no,inclusive
6609,,,wench,,,,n,EN4731,asf,no,conservative
6610,,,fishmongers,,,,n,EN3880,pa,yes,inclusive
6611,,,halt,,,,a,EN7149,ddf,yes,inclusive
6612,,,indecorous,,,,a,EN3681,dmc,yes,conservative
6613,,,curviramus,,,,n,EN3657,an,no,inclusive
6614,,,nouvo riche,,,,n,EN6627,cds,no,inclusive
6615,,,cop(police),,,,n,EN7410,cds,no,conservative
6616,,,moralized,,,,n,EN3635,dmc,yes,inclusive
6617,,,cowardly,,,,a,EN7131,cds,no,conservative
6618,,,hunchback,,,,n,EN2718,ddf,yes,inclusive
6619,,,buttsachs,,,,n,EN260,om,no,inclusive
6620,,,layer hen,,,,n,EN7017,an,no,inclusive
6621,,,ckoam,,,,n,EN7595,re,no,inclusive
6622,,,standover,,,,n,EN3827,re,no,inclusive
6623,,,hovel,,,,n,EN4680,qas,no,inclusive
6624,,,peonag,,,,n,EN3436,cds,no,inclusive
6625,,,mestizos,,,,n,EN5822,ps,yes,conservative
6626,,,narsisism,,,,n,EN6056,cds,no,inclusive
6627,,,w word,,,,n,EN4405,pr,no,conservative
6628,,,dry up,,,,v,EN6776,cds,no,inclusive
6629,,,rascality,,,,n,EN1141,cds,no,conservative
6630,,,class aves,,,,n,EN7857,asm,no,inclusive
6631,,,mendacity,,,,n,EN2932,dmc,yes,conservative
6632,,,lasciviously,,,,n,EN5452,svp,no,inclusive
6633,,,parasitizing,,,,n,EN5648,qas,no,inclusive
6634,,,kyūri,,,,n,EN2833,or,no,inclusive
6635,,,coluber scytha,,,,n,EN8066,an,no,inclusive
6636,,,penuries,,,,n,EN4893,is,yes,inclusive
6637,,,sermonise,,,,v,EN6792,cds,no,conservative
6638,,,radioulnar,,,,n,EN3222,om,no,inclusive
6639,,,firm,,,,n,EN1850,cds,no,inclusive
6640,,,cast system,,,,n,EN2230,qas,no,inclusive
6641,,,ill-usage,,,,n,EN74,re,no,inclusive
6642,,,whoremaster,,,,n,EN7136,cds,no,conservative
6643,,,chief,,,,n,EN1487,cds,no,inclusive
6644,,,woman craziest,,,,n,EN6290,cds,no,conservative
6645,,,pocket,,,,v,EN7359,re,no,inclusive
6646,,,over eats,,,,n,EN4669,svp,no,inclusive
6647,,,psuedo,,,,n,EN4985,dmc,yes,conservative
6648,,,correspondant,,,,n,EN2427,cds,no,inclusive
6649,,,stultifyingly,,,,n,EN7499,ddp,yes,inclusive
6650,,,homicide,,,,n,EN6421,re,no,inclusive
6651,,,panthalopinae,,,,n,EN4236,an,no,inclusive
6652,,,anal-sex,,,,n,EN235,om,no,inclusive
6653,,,defamation,,,,n,EN432,re,no,inclusive
6654,,,moidered,,,,n,EN6438,re,no,inclusive
6655,,,loitering with intent,,,,n,EN4410,pr,no,inclusive
6656,,,chinese,,,,n,EN2096,ps,yes,inclusive
6657,,,envying,,,,n,EN5193,svp,no,inclusive
6658,,,homocercal,,,,n,EN3872,asm,no,inclusive
6659,,,doghouse,,,,n,EN3358,qas,no,inclusive
6660,,,goomar,,,,n,EN4155,pr,no,inclusive
6661,,,mozarrella,,,,n,EN5403,dmc,yes,inclusive
6662,,,scientific world view,,,,n,EN7488,cds,no,inclusive
6663,,,incilius,,,,n,EN7337,an,no,inclusive
6664,,,the r word,,,,n,EN160,ddp,yes,inclusive
6665,,,hyenas,,,,n,EN4708,an,no,inclusive
6666,,,rhetorics,,,,n,EN5787,qas,no,inclusive
6667,,,foppish,,,,n,EN994,cds,no,inclusive
6668,,,peniss,,,,n,EN5138,asm,no,inclusive
6669,,,perspicacity,,,,n,EN470,cds,no,inclusive
6670,,,geese,,,,n,EN6391,an,no,inclusive
6671,,,laddie,,,,n,EN2807,cds,no,inclusive
6672,,,ultimately dark,,,,n,EN1164,ps,yes,inclusive
6673,,,nerdy,,,,n,EN5437,cds,no,conservative
6674,,,rabble-rouser,,,,n,EN2934,cds,no,conservative
6675,,,backbiter,,,,n,EN2024,re,no,conservative
6676,,,impidint,,,,n,EN5612,dmc,yes,conservative
6677,,,bell-boy,,,,n,EN1053,pa,yes,inclusive
6678,,,incriminations,,,,n,EN3008,re,no,inclusive
6679,,,piglet,,,,n,EN5730,an,no,inclusive
6680,,,advocates,,,,n,EN787,pa,yes,inclusive
6681,,,loanshark,,,,n,EN5074,cds,no,inclusive
6682,,,caimun,,,,n,EN7716,an,no,inclusive
6683,,,forcible confinement,,,,n,EN7236,re,no,inclusive
6684,,,over eaters,,,,n,EN4656,svp,no,inclusive
6685,,,crossly,,,,n,EN5216,svp,no,inclusive
6686,,,papparazzi,,,,n,EN5600,cds,no,inclusive
6687,,,r.f.s.s.,,,,n,EN1973,re,no,inclusive
6688,,,mediaeval,,,,a,EN7395,qas,no,inclusive
6689,,,rethoric,,,,n,EN5788,qas,no,inclusive
6690,,,comfortless,,,,a,EN7101,is,yes,inclusive
6691,,,iberian kale,,,,n,EN8218,ps,yes,inclusive
6692,,,speciosity,,,,n,EN2896,dmc,yes,conservative
6693,,,waggish,,,,n,EN1151,cds,no,conservative
6694,,,theromyzon,,,,n,EN7386,an,no,inclusive
6695,,,chicket,,,,n,EN6998,an,no,inclusive
6696,,,moral values,,,,n,EN3642,dmc,yes,inclusive
6697,,,concupiscible,,,,n,EN8239,svp,no,inclusive
6698,,,inappropriatenesses,,,,n,EN3565,dmc,yes,inclusive
6699,,,iniquitous,,,,a,EN5713,dmc,yes,conservative
6700,,,immoralization,,,,n,EN3528,dmc,yes,inclusive
6701,,,looter,,,,n,EN2978,an,no,inclusive
6702,,,aboral,,,,n,EN3290,om,no,inclusive
6703,,,🐏,,,,n,EN5932,an,no,inclusive
6704,,,peckish,,,,a,EN5238,svp,no,conservative
6705,,,law enforcement personnel,,,,n,EN5458,cds,no,inclusive
6706,,,lust,,,,n,EN2296,svp,no,inclusive
6707,,,catedrático,,,,n,EN2235,pa,yes,inclusive
6708,,,free-masonry,,,,n,EN3993,cds,no,inclusive
6709,,,hyperphilic,,,,n,EN6311,cds,no,conservative
6710,,,livestock rustling,,,,n,EN5260,cds,no,inclusive
6711,,,quacks,,,,n,EN2557,ddp,yes,conservative
6712,,,mischief-making,,,,n,EN1139,cds,no,conservative
6713,,,vilified,,,,n,EN1984,re,no,inclusive
6714,,,slushy,,,,a,EN6767,qas,no,conservative
6715,,,idolaters,,,,n,EN4744,cds,no,inclusive
6716,,,blood-hound,,,,n,EN7541,qas,no,inclusive
6717,,,proximal,,,,n,EN3210,om,no,inclusive
6718,,,hobos,,,,n,EN1712,dmc,yes,conservative
6719,,,penes,,,,n,EN5156,asm,no,inclusive
6720,,,dissimulator,,,,n,EN3172,dmc,yes,conservative
6721,,,alt thrash,,,,n,EN3121,cds,no,inclusive
6722,,,disibility,,,,n,EN4793,ddf,yes,inclusive
6723,,,h. pomatia,,,,n,EN3452,an,no,inclusive
6724,,,drag artiste,,,,n,EN7966,om,no,inclusive
6725,,,sanitary sewers,,,,n,EN7892,cds,no,inclusive
6726,,,ventral,,,,n,EN3217,om,no,inclusive
6727,,,onanism,,,,n,EN6366,cds,no,conservative
6728,,,by-blow,,,,n,EN1332,cds,no,inclusive
6729,,,desperado,,,,n,EN2976,cds,no,inclusive
6730,,,numbness,,,,n,EN36,svp,no,inclusive
6731,,,dicker,,,,v,EN6604,cds,no,inclusive
6732,,,cecal pellets,,,,n,EN2398,an,no,inclusive
6733,,,conjure,,,,v,EN5175,cds,no,inclusive
6734,,,dog.house,,,,n,EN3361,qas,no,inclusive
6735,,,cubicle worker,,,,n,EN1637,qas,no,inclusive
6736,,,vaffanculo,,,,n,EN2318,asm,no,conservative
6737,,,immoralised,,,,n,EN3571,dmc,yes,inclusive
6738,,,fourth point of contact,,,,n,EN3237,om,no,inclusive
6739,,,tabi'een,,,,n,EN295,qas,no,inclusive
6740,,,1st secretary,,,,n,EN779,pa,yes,inclusive
6741,,,egregiousness,,,,n,EN5689,dmc,yes,inclusive
6742,,,distressed,,,,a,EN3690,dmc,yes,inclusive
6743,,,taught,,,,n,EN4933,cds,no,inclusive
6744,,,taleteller,,,,n,EN1135,ddp,yes,conservative
6745,,,capitata group,,,,n,EN2281,or,no,inclusive
6746,,,arriviste,,,,n,EN6621,cds,no,inclusive
6747,,,managerial class,,,,n,EN1617,qas,no,inclusive
6748,,,disabilities,,,,n,EN4805,ddf,yes,inclusive
6749,,,buttox,,,,n,EN3243,om,no,inclusive
6750,,,rabbits,,,,n,EN2380,an,no,inclusive
6751,,,undertakers,,,,n,EN1349,pa,yes,inclusive
6752,,,cave of mystery,,,,n,EN4129,asf,no,conservative
6753,,,soupy,,,,a,EN6768,qas,no,conservative
6754,,,robberies,,,,n,EN7253,re,no,inclusive
6755,,,phuck,,,,n,EN2368,asm,no,conservative
6756,,,excruciate,,,,v,EN7769,re,no,inclusive
6757,,,pseudo-medicine,,,,n,EN2565,ddp,yes,conservative
6758,,,raptio,,,,n,EN7250,re,no,inclusive
6759,,,turn coater,,,,n,EN8164,dmc,yes,conservative
6760,,,nonsensical,,,,n,EN4855,ddp,yes,conservative
6761,,,inexorableness,,,,n,EN4921,an,no,conservative
6762,,,nonsence,,,,n,EN4846,ddp,yes,conservative
6763,,,libel suit,,,,n,EN1978,re,no,inclusive
6764,,,waggishness,,,,n,EN1138,cds,no,conservative
6765,,,middle-middle class,,,,n,EN1624,qas,no,inclusive
6766,,,pelias subalpina,,,,n,EN8089,an,no,inclusive
6767,,,mozze,,,,n,EN5391,an,no,inclusive
6768,,,dude!,,,,n,EN990,cds,no,inclusive
6769,,,animalcules,,,,n,EN5898,an,no,inclusive
6770,,,mother fucker,,,,n,EN1323,ddp,yes,conservative
6771,,,evilest,,,,n,EN5708,dmc,yes,inclusive
6772,,,gangsterism,,,,n,EN1087,cds,no,inclusive
6773,,,derogatory,,,,n,EN430,re,no,conservative
6774,,,odalisque,,,,n,EN2958,pr,no,inclusive
6775,,,diving weighting system,,,,n,EN7910,qas,no,inclusive
6776,,,judaists,,,,n,EN4547,ps,yes,inclusive
6777,,,envies,,,,n,EN5180,svp,no,inclusive
6778,,,buljasi,,,,n,EN1669,ps,yes,inclusive
6779,,,riddlestick,,,,n,EN5157,asm,no,inclusive
6780,,,credulousness,,,,n,EN2656,asm,no,conservative
6781,,,kidnabber,,,,n,EN7233,re,no,inclusive
6782,,,frenetic,,,,a,EN7375,qas,no,conservative
6783,,,niggerly,,,,n,EN713,svp,no,conservative
6784,,,goat,,,,n,EN2159,an,no,inclusive
6785,,,lice,,,,n,EN6885,an,no,inclusive
6786,,,dime store novel,,,,n,EN3095,cds,no,inclusive
6787,,,pedantesses,,,,n,EN6795,cds,no,conservative
6788,,,clothes horse,,,,n,EN997,cds,no,inclusive
6789,,,se,,,,n,EN2137,cds,no,inclusive
6790,,,scholarly,,,,n,EN109,pa,yes,inclusive
6791,,,kidnab,,,,n,EN7234,re,no,inclusive
6792,,,impolite,,,,a,EN5007,dmc,yes,conservative
6793,,,Монголчууд,,,,n,EN5371,ps,yes,inclusive
6794,,,avian proteins,,,,n,EN7884,asm,no,inclusive
6795,,,amoralistically,,,,n,EN3599,dmc,yes,inclusive
6796,,,family,,,,n,EN3720,cds,no,inclusive
6797,,,pacific islander,,,,n,EN6193,ps,yes,inclusive
6798,,,wagon trains,,,,n,EN1808,cds,no,inclusive
6799,,,greediness,,,,n,EN593,svp,no,inclusive
6800,,,hound,,,,n,EN1229,cds,no,conservative
6801,,,hiding the truth,,,,n,EN3188,dmc,yes,conservative
6802,,,sluttery,,,,n,EN902,pr,no,conservative
6803,,,hiena,,,,n,EN4702,an,no,inclusive
6804,,,buggery,,,,n,EN262,om,no,inclusive
6805,,,rear,,,,n,EN3239,om,no,inclusive
6806,,,asiaticus luridus,,,,n,EN6003,ps,yes,conservative
6807,,,buttseks,,,,n,EN209,om,no,inclusive
6808,,,siphonaptera,,,,n,EN3899,an,no,inclusive
6809,,,loiterer,,,,n,EN6829,dmc,yes,conservative
6810,,,erector clitoris,,,,n,EN3511,asm,no,inclusive
6811,,,poofta,,,,n,EN4536,om,no,inclusive
6812,,,pelias elberfeldi,,,,n,EN8065,an,no,inclusive
6813,,,sodomization,,,,n,EN278,om,no,inclusive
6814,,,bourgeoisification,,,,n,EN1632,qas,no,inclusive
6815,,,antero-posteriorly,,,,n,EN3328,om,no,inclusive
6816,,,halfbreeds,,,,n,EN5810,ps,yes,conservative
6817,,,murderess,,,,n,EN6442,re,no,inclusive
6818,,,pesantry,,,,n,EN1565,qas,no,inclusive
6819,,,transvestitism,,,,n,EN7822,om,no,inclusive
6820,,,burnt orange,,,,n,EN6474,or,no,inclusive
6821,,,dragqueen,,,,n,EN7968,om,no,inclusive
6822,,,mugged,,,,n,EN7254,re,no,inclusive
6823,,,demagoggery,,,,n,EN2947,cds,no,conservative
6824,,,carcharodon,,,,n,EN1813,an,no,inclusive
6825,,,black-legging,,,,n,EN1260,cds,no,inclusive
6826,,,disabling,,,,n,EN4788,ddf,yes,inclusive
6827,,,crimanal,,,,n,EN3048,re,no,inclusive
6828,,,corporal(rank),,,,n,EN2414,pa,yes,inclusive
6829,,,shrewdness,,,,n,EN469,cds,no,inclusive
6830,,,tzarevcsya,,,,n,EN8027,an,no,inclusive
6831,,,contralateral,,,,n,EN3322,om,no,inclusive
6832,,,lashings,,,,n,EN3428,cds,no,inclusive
6833,,,dicondylia,,,,n,EN5101,an,no,inclusive
6834,,,housepainter,,,,n,EN4631,qas,no,inclusive
6835,,,exacter,,,,n,EN3839,re,no,inclusive
6836,,,gaoler,,,,n,EN4171,cds,no,inclusive
6837,,,stupefy,,,,v,EN5257,ddp,yes,conservative
6838,,,mongol,,,,n,EN5376,ps,yes,inclusive
6839,,,african blacks,,,,n,EN6158,ps,yes,inclusive
6840,,,concupisence,,,,n,EN8236,svp,no,inclusive
6841,,,stealers,,,,n,EN4378,cds,no,inclusive
6842,,,wiseacre,,,,n,EN7370,cds,no,conservative
6843,,,ornithes,,,,n,EN7879,asm,no,inclusive
6844,,,fatass,,,,n,EN5568,an,no,conservative
6845,,,ill-treatment,,,,n,EN63,re,no,inclusive
6846,,,french privateers,,,,n,EN6935,re,no,inclusive
6847,,,wonk,,,,n,EN7530,cds,no,conservative
6848,,,prison officers,,,,n,EN4167,cds,no,inclusive
6849,,,sheepherders,,,,n,EN5966,pa,yes,inclusive
6850,,,magnat,,,,n,EN1169,qas,no,inclusive
6851,,,native american,,,,n,EN6204,ps,yes,inclusive
6852,,,niggaz,,,,n,EN6097,ps,yes,conservative
6853,,,diplomatic title,,,,n,EN773,pa,yes,inclusive
6854,,,slave driver,,,,n,EN5982,cds,no,inclusive
6855,,,burgher,,,,n,EN1582,qas,no,inclusive
6856,,,sex and law,,,,n,EN7627,re,no,inclusive
6857,,,concupiscentia,,,,n,EN8232,svp,no,inclusive
6858,,,self-worship,,,,n,EN6066,cds,no,inclusive
6859,,,canine lupus,,,,n,EN2077,an,no,inclusive
6860,,,transvestic,,,,n,EN7826,om,no,inclusive
6861,,,gourmandism,,,,n,EN3385,svp,no,inclusive
6862,,,out of control sexual behavior,,,,n,EN6364,cds,no,conservative
6863,,,cockerel,,,,n,EN2202,asm,no,inclusive
6864,,,sexo-aesthetic inversion,,,,n,EN7825,om,no,inclusive
6865,,,a man's best friend,,,,n,EN2090,an,no,inclusive
6866,,,bison,,,,n,EN182,an,no,inclusive
6867,,,shepherdesses,,,,n,EN5971,pa,yes,inclusive
6868,,,pole,,,,n,EN5737,asm,no,inclusive
6869,,,sexual assaults,,,,n,EN7638,re,no,inclusive
6870,,,carrionly,,,,n,EN1847,cds,no,inclusive
6871,,,hun,,,,n,EN3105,ps,yes,conservative
6872,,,ganxta,,,,n,EN1094,cds,no,inclusive
6873,,,gnathopods,,,,n,EN324,asm,no,inclusive
6874,,,idol-worshipping,,,,n,EN4742,cds,no,inclusive
6875,,,willwerathia,,,,n,EN3673,an,no,inclusive
6876,,,peenis,,,,n,EN5153,asm,no,inclusive
6877,,,industrialist,,,,n,EN1182,qas,no,inclusive
6878,,,surgation,,,,n,EN3507,asm,no,inclusive
6879,,,ravenousness,,,,n,EN3443,svp,no,conservative
6880,,,accountancy practitioners,,,,n,EN7211,pa,yes,inclusive
6881,,,bodge,,,,v,EN6594,qas,no,conservative
6882,,,suer,,,,n,EN6188,pa,yes,inclusive
6883,,,middle-income,,,,n,EN1640,qas,no,inclusive
6884,,,fuckers,,,,n,EN2328,asm,no,conservative
6885,,,body stuffing,,,,n,EN7780,an,no,inclusive
6886,,,defaming,,,,n,EN1960,re,no,inclusive
6887,,,hetaerae,,,,n,EN7846,pr,no,inclusive
6888,,,gypsy,,,,n,EN8188,ps,yes,inclusive
6889,,,bourgeoisifying,,,,n,EN1641,qas,no,inclusive
6890,,,predator,,,,n,EN845,an,no,conservative
6891,,,suckers,,,,n,EN6179,an,no,inclusive
6892,,,postabdomen,,,,n,EN3666,an,no,inclusive
6893,,,dosakai,,,,n,EN2837,or,no,inclusive
6894,,,stick up,,,,n,EN7263,re,no,inclusive
6895,,,hyperphiliac,,,,n,EN6231,cds,no,conservative
6896,,,pseudomedicine,,,,n,EN2568,ddp,yes,conservative
6897,,,boob,,,,n,EN881,asf,no,conservative
6898,,,neo-reactionary,,,,n,EN4259,cds,no,conservative
6899,,,lardass,,,,n,EN5575,an,no,conservative
6900,,,hardheaded,,,,a,EN7416,an,no,inclusive
6901,,,brain-damage,,,,n,EN1495,ddp,yes,inclusive
6902,,,kidnapping,,,,n,EN7230,re,no,inclusive
6903,,,lampyris minor,,,,n,EN7583,pr,no,inclusive
6904,,,paederast,,,,n,EN2093,om,no,conservative
6905,,,micro organismical,,,,n,EN5889,an,no,inclusive
6906,,,pound of flesh,,,,n,EN5078,cds,no,inclusive
6907,,,micro-organisms,,,,n,EN5859,an,no,inclusive
6908,,,woman crazier,,,,n,EN6297,cds,no,conservative
6909,,,smelly,,,,a,EN4146,dmc,yes,conservative
6910,,,blackorange,,,,n,EN1535,asm,no,inclusive
6911,,,dissolute,,,,a,EN7523,dmc,yes,conservative
6912,,,kidnappers,,,,n,EN7244,re,no,inclusive
6913,,,snouts,,,,n,EN5420,an,no,inclusive
6914,,,bolt,,,,v,EN6660,cds,no,inclusive
6915,,,woman-crazy,,,,n,EN6300,cds,no,conservative
6916,,,parrots,,,,n,EN5672,an,no,inclusive
6917,,,drag show,,,,n,EN7959,om,no,inclusive
6918,,,famacide,,,,n,EN1970,re,no,inclusive
6919,,,brain-damaged,,,,n,EN1499,ddp,yes,inclusive
6920,,,satyriacs,,,,n,EN6259,cds,no,conservative
6921,,,mugger,,,,n,EN7271,re,no,inclusive
6922,,,collaborator,,,,n,EN300,qas,no,inclusive
6923,,,cross-dress,,,,n,EN7820,om,no,inclusive
6924,,,pack,,,,n,EN1091,cds,no,conservative
6925,,,pigging out,,,,n,EN4646,svp,no,inclusive
6926,,,prideful,,,,a,EN7670,svp,no,conservative
6927,,,metics,,,,n,EN5275,ps,yes,inclusive
6928,,,pirateering,,,,n,EN6963,re,no,inclusive
6929,,,tormenter,,,,n,EN343,cds,no,conservative
6930,,,sexual compulsive,,,,n,EN6221,cds,no,conservative
6931,,,xenikon telos,,,,n,EN5280,ps,yes,inclusive
6932,,,dweeb,,,,n,EN7532,cds,no,conservative
6933,,,female masking,,,,n,EN7802,om,no,inclusive
6934,,,stultifiers,,,,n,EN7500,ddp,yes,inclusive
6935,,,appropriateness,,,,n,EN3579,dmc,yes,inclusive
6936,,,equus asinus,,,,n,EN550,an,no,inclusive
6937,,,aurochs,,,,n,EN564,an,no,inclusive
6938,,,bunnie,,,,n,EN2389,an,no,inclusive
6939,,,fasist,,,,n,EN4071,cds,no,conservative
6940,,,negroid,,,,n,EN6130,ps,yes,inclusive
6941,,,🐇,,,,n,EN2401,an,no,inclusive
6942,,,trasformismo,,,,n,EN7678,cds,no,inclusive
6943,,,caprids,,,,n,EN4241,an,no,inclusive
6944,,,slatterns,,,,n,EN921,pr,no,conservative
6945,,,concubine,,,,n,EN2961,pr,no,inclusive
6946,,,biotroph,,,,n,EN5646,qas,no,inclusive
6947,,,aboulia,,,,n,EN23,svp,no,inclusive
6948,,,f-hyphen-hyphen-hyphen,,,,n,EN2365,asm,no,conservative
6949,,,conspiracy of silence,,,,n,EN2404,cds,no,inclusive
6950,,,turn-coating,,,,n,EN8161,dmc,yes,conservative
6951,,,dense,,,,a,EN7505,ddp,yes,conservative
6952,,,hyperboulia,,,,n,EN25,svp,no,inclusive
6953,,,director,,,,n,EN1485,cds,no,inclusive
6954,,,body-snatcher,,,,n,EN1426,an,no,inclusive
6955,,,stain,,,,n,EN3120,cds,no,inclusive
6956,,,homosexality,,,,n,EN4516,om,no,inclusive
6957,,,scrawl,,,,n,EN1773,cds,no,inclusive
6958,,,epiparasites,,,,n,EN5651,qas,no,inclusive
6959,,,wordcraft,,,,n,EN5800,qas,no,inclusive
6960,,,kokroach,,,,n,EN7427,an,no,inclusive
6961,,,homoerotica,,,,n,EN4540,om,no,inclusive
6962,,,screwing,,,,n,EN2352,asm,no,conservative
6963,,,parasitise,,,,n,EN5641,qas,no,inclusive
6964,,,homoerotically,,,,n,EN4506,om,no,inclusive
6965,,,feudalistic,,,,a,EN7362,qas,no,inclusive
6966,,,laywer,,,,n,EN803,pa,yes,inclusive
6967,,,mischty,,,,n,EN1148,cds,no,conservative
6968,,,angryness,,,,n,EN5228,svp,no,inclusive
6969,,,enviably,,,,n,EN5189,svp,no,inclusive
6970,,,krestian,,,,n,EN1567,qas,no,inclusive
6971,,,scientistic,,,,n,EN7489,cds,no,inclusive
6972,,,religionism,,,,n,EN6898,cds,no,inclusive
6973,,,female impersonation,,,,n,EN7963,om,no,inclusive
6974,,,henroach,,,,n,EN7433,an,no,inclusive
6975,,,knob stick,,,,n,EN1268,cds,no,inclusive
6976,,,gasbag,,,,n,EN4175,cds,no,conservative
6977,,,maw,,,,n,EN1786,an,no,inclusive
6978,,,infantile,,,,n,EN7064,cds,no,inclusive
6979,,,infants%e2%80%99 health,,,,n,EN7048,cds,no,inclusive
6980,,,shrewd,,,,a,EN6923,cds,no,inclusive
6981,,,cretinisim,,,,n,EN2671,ddp,yes,inclusive
6982,,,womancrazier,,,,n,EN6372,cds,no,conservative
6983,,,reactionist,,,,n,EN4249,cds,no,conservative
6984,,,fatal,,,,a,EN3682,dmc,yes,conservative
6985,,,genitorture,,,,n,EN7755,re,no,inclusive
6986,,,ardour,,,,n,EN353,cds,no,inclusive
6987,,,wagoner,,,,n,EN6538,pa,yes,inclusive
6988,,,ideologic,,,,a,EN7418,qas,no,inclusive
6989,,,hypocrisies,,,,n,EN3177,dmc,yes,conservative
6990,,,follower,,,,n,EN294,qas,no,inclusive
6991,,,kept woman,,,,n,EN3779,pr,no,conservative
6992,,,quim,,,,n,EN4127,asf,no,conservative
6993,,,girl crazier,,,,n,EN6315,cds,no,conservative
6994,,,behind,,,,n,EN3256,om,no,inclusive
6995,,,ladies,,,,n,EN4975,om,no,inclusive
6996,,,faineance,,,,n,EN3716,svp,no,inclusive
6997,,,idolotry,,,,n,EN4750,cds,no,inclusive
6998,,,prater,,,,n,EN621,ddp,yes,conservative
6999,,,fashion monging,,,,n,EN963,cds,no,inclusive
7000,,,mestico,,,,n,EN5828,ps,yes,conservative
7001,,,surviving dinosaurs,,,,n,EN7882,asm,no,inclusive
7002,,,fanaticism,,,,n,EN3733,cds,no,conservative
7003,,,divulgement,,,,n,EN3726,qas,no,inclusive
7004,,,ostiary,,,,n,EN3400,pa,yes,inclusive
7005,,,outwrested,,,,n,EN3814,re,no,inclusive
7006,,,unacceptableness,,,,n,EN3532,dmc,yes,inclusive
7007,,,volar pads,,,,n,EN3268,om,no,inclusive
7008,,,sub-saharan africans,,,,n,EN6118,ps,yes,inclusive
7009,,,carrionists,,,,n,EN1845,cds,no,inclusive
7010,,,pedantess,,,,n,EN6794,cds,no,conservative
7011,,,web color orange,,,,n,EN6482,or,no,inclusive
7012,,,reporting from the scene,,,,n,EN2431,cds,no,inclusive
7013,,,penii,,,,n,EN5132,asm,no,inclusive
7014,,,protagonism,,,,n,EN7137,cds,no,inclusive
7015,,,prat,,,,n,EN3216,om,no,inclusive
7016,,,boy-crazily,,,,n,EN6299,cds,no,conservative
7017,,,brassica rapa,,,,n,EN7227,or,no,inclusive
7018,,,poorer,,,,n,EN4887,is,yes,inclusive
